"from.x","from.y","to.x","to.y","class"
-80.0101932577667,40.4394384197127,-80.0096082484446,40.4397568003251,3
-80.0083407450601,40.4392119873579,-80.0008965479285,40.4364275526204,4
-80.0009760641647,40.4363019000935,-79.9950846969213,40.4340592584893,4
-79.9886983152917,40.4307478126265,-79.9898189304022,40.4344805751812,2
-79.9950846969213,40.4340592584893,-79.975451887022,40.4358814204196,2
-79.975451887022,40.4358814204196,-79.9669779554227,40.435816601867,2
-79.9585031032464,40.4315923489134,-79.9561660988133,40.4288591298682,2
-79.9313115194314,40.4289075869972,-79.9265064045837,40.4279535385354,2
-79.9265064045837,40.4279535385354,-79.9115530718894,40.4257660639259,4
-79.897445970603,40.4259951014493,-79.8965606534151,40.4260391502265,4
-80.0305372118504,40.4227552574639,-80.0350106772891,40.4200229177011,4
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,4
-80.0273293518876,40.4301995589353,-80.0242829714115,40.4291029347163,4
-80.0244036478342,40.4318052129682,-80.0137496315058,40.437476134165,3
-80.0137496315058,40.437476134165,-80.0122166400866,40.4383687712438,3
-80.0122166400866,40.4383687712438,-80.0101932577667,40.4394384197127,3
-80.0101932577667,40.4394384197127,-80.0009760641647,40.4363019000935,3
-80.0089667632282,40.4420244081969,-80.0083407450601,40.4392119873579,3
-80.0088605316052,40.443386560661,-80.0062755351174,40.4434133763627,3
-80.009642218588,40.4458002787287,-80.0068155470256,40.4486238853136,4
-80.0068155470256,40.4486238853136,-80.0040286394832,40.4491018032409,4
-80.0040286394832,40.4491018032409,-79.99774393878,40.4500642937025,4
-79.9986763560681,40.4585825305189,-79.9984155976068,40.4588420025036,2
-80.0033718183344,40.4705065062809,-80.0054039972957,40.4741087238741,2
-80.0059759658937,40.4823586583765,-80.0079411571393,40.4831475146918,2
-80.0094893220899,40.4915855241028,-80.008887253372,40.4869745617861,2
-80.0078912959664,40.4484326874606,-80.0045265038133,40.4491368209507,4
-80.015877744718,40.4488935489873,-80.0134910270279,40.448395428959,4
-80.0248714366943,40.4489409190514,-80.0188427507767,40.4487508570802,2
-80.0313990066487,40.4621392443405,-80.0295331809106,40.4566353374556,2
-79.9935120093967,40.4393249196003,-79.9915320209725,40.4404391281538,4
-79.9925236069677,40.441227007875,-79.9896241758045,40.4449731821684,2
-79.994345449673,40.4508737849517,-79.992594276606,40.4555879483839,4
-79.9967945383682,40.4540789407027,-79.994451373618,40.45483488248,4
-79.9907961306246,40.4428090280145,-79.989200325114,40.4435179232021,5
-79.9910359219339,40.4441669287632,-79.9927098301159,40.4414098558353,5
-79.9946287411732,40.4507727787591,-79.9913252132101,40.4477761815735,1
-79.9978397129922,40.4539265375579,-79.9967945383682,40.4540789407027,1
-80.009642218588,40.4458002787287,-80.0068155470256,40.4486238853136,5
-80.0068155470256,40.4486238853136,-80.0040286394832,40.4491018032409,1
-80.002910222571,40.4493018151819,-79.9971486809939,40.4541025848934,5
-80.0009806667301,40.4496740242238,-79.9977090760507,40.4507438912946,5
-79.9991860138232,40.4592068976146,-79.9969617486047,40.4524120429157,4
-80.0072608299231,40.4712739676124,-80.0028681272323,40.4732005010262,4
-80.0101871745366,40.4919643749712,-79.9991860138232,40.4592068976146,4
-80.0117499035409,40.4941427185599,-80.0101871745366,40.4919643749712,4
-79.9944787458684,40.4361386820739,-79.9937329087073,40.4388939853645,3
-80.0297918986936,40.4451540593758,-80.0246823277918,40.4427737351423,3
-80.0259997145711,40.4481585188543,-80.0248714366943,40.4489409190514,1
-80.0265358940255,40.4306586606179,-80.0255747887141,40.4304749793851,4
-79.994033231545,40.3797725121875,-79.9928810581136,40.3786370809244,5
-79.994033231545,40.3797725121875,-79.9928810581136,40.3786370809244,5
-79.9959525089591,40.3822310530178,-79.9950613491877,40.3823463799154,1
-79.9936706920704,40.3839552184347,-79.9950761982209,40.3846962459415,3
-79.9974483108745,40.3953454957625,-79.9972991530441,40.3944819507148,5
-79.9981940565017,40.3962777164987,-79.9979881575911,40.3960320577118,3
-80.0096847882152,40.4139636773791,-80.0069334685479,40.411972855867,3
-80.0113863018024,40.4150351259468,-80.0099750997733,40.4141620792672,3
-80.0198895135336,40.4258249072459,-80.0192635818944,40.4252421997684,3
-80.0241686810616,40.4288845379861,-80.0241010031242,40.4300070431932,5
-79.994345449673,40.4508737849517,-79.992594276606,40.4555879483839,3
-79.9929472209117,40.4552404355382,-79.9923099456391,40.4554095797534,3
-79.979833939892,40.4647756106821,-79.97942123021,40.4645937635711,4
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,5
-79.9162458619726,40.4869707978988,-79.91802507949,40.4873608478726,5
-79.9371556186231,40.48842923155,-79.9364899634275,40.4886546203303,5
-79.9078463338854,40.484269090485,-79.9107570017796,40.4855758818875,3
-80.0096847882152,40.4139636773791,-80.0069334685479,40.411972855867,5
-80.0095969522231,40.4141981108114,-79.9992681610306,40.4291466738305,5
-80.0095969522231,40.4141981108114,-79.9992681610306,40.4291466738305,5
-79.9564077994022,40.4351240791047,-79.9559382017702,40.4349670067122,1
-79.9628641666581,40.4356927029049,-79.9622513904278,40.4357700350497,5
-79.9725284218537,40.4370888827526,-79.9669779554227,40.435816601867,4
-79.9940991622838,40.4358731539459,-79.9934234338469,40.4356650788675,3
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,1
-79.9359242542782,40.399866277981,-79.9348708627099,40.3931345795683,5
-79.9447232745249,40.4113125014538,-79.9440772046756,40.4099891732268,3
-79.9578169472402,40.4300216919363,-79.9537801038007,40.4259127094974,1
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,1
-79.9328302098985,40.3898243015772,-79.9333568584801,40.3897684265683,5
-79.9359242542782,40.399866277981,-79.9348708627099,40.3931345795683,5
-79.8957050627039,40.4922365267319,-79.8936847384272,40.4919058880579,2
-79.8862857600105,40.4908741651116,-79.8846026765158,40.4907768381229,2
-80.0538479907543,40.4379395958248,-80.0525150498272,40.4364757234696,1
-80.0763633877873,40.441805127697,-80.0805267944109,40.4405461276996,1
-79.9731648588893,40.4358185174974,-79.9652637939903,40.4340356295261,3
-79.9947814578496,40.4356781864908,-79.9927549742099,40.4349170260538,1
-80.0390568549862,40.4045897794299,-80.0408154672207,40.4033271978306,3
-80.0298159393815,40.418262579036,-80.0299444733957,40.4158994069639,5
-80.0296597864083,40.422525108331,-80.029637549836,40.4223812812222,5
-79.895162141258,40.4471325111818,-79.8939641859437,40.4467438997783,5
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,5
-79.9064454750625,40.4621579880553,-79.9045066779035,40.4631772233954,5
-79.908622020827,40.4702810699454,-79.9083629382984,40.4732893989324,3
-79.9082751832002,40.4742161006875,-79.9078463338854,40.484269090485,5
-79.9592027818445,40.431135859948,-79.9578169472402,40.4300216919363,3
-79.932898353441,40.3928428089954,-79.9324234258616,40.3929127097395,3
-79.9564082166558,40.4174687290481,-79.9555233801388,40.4110243253521,5
-79.964528550566,40.4254184567748,-79.9635668684572,40.4262604416841,1
-79.9736072798972,40.4283624304508,-79.9730368160275,40.4283201203986,1
-79.9885734086844,40.4287024904679,-79.9875177884176,40.4287261132372,5
-80.003962049183,40.432164496017,-80.0016356882526,40.4310047498777,5
-80.0169876050877,40.4396997937825,-80.0122166400866,40.4383687712438,5
-80.0297918986936,40.4451540593758,-80.0246823277918,40.4427737351423,5
-79.9925236069677,40.441227007875,-79.9896241758045,40.4449731821684,4
-79.9659832780028,40.4557081979193,-79.9651564455697,40.4560207704863,5
-79.9605315513641,40.4579282650159,-79.9561503883639,40.4600688621436,5
-79.953333955181,40.4539936016825,-79.9526179446311,40.4540134268256,5
-79.9396398601339,40.4566268392728,-79.9385359043376,40.4569330561053,1
-79.9345972725653,40.4581190230101,-79.9338189014452,40.4583514241283,5
-79.9227225155921,40.4606559341915,-79.9208303232947,40.4598057873675,5
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,5
-79.9081917255399,40.4514869349057,-79.90633362374,40.4508599618404,1
-79.9040674261812,40.458007251718,-79.9014791839787,40.457554433013,1
-80.0286385077037,40.4299818770868,-80.0313992431517,40.4254968575055,3
-80.0273293518876,40.4301995589353,-80.0242829714115,40.4291029347163,3
-80.0041812112315,40.3781696461072,-80.0037535671907,40.3778788131584,5
-79.9959525089591,40.3822310530178,-79.9997307235887,40.3807447223128,1
-80.0269655597472,40.4442952243475,-80.0273099026248,40.4438756088457,1
-80.0355743026819,40.4677509976448,-80.0377090779032,40.4717698844338,3
-80.0402300453513,40.4752602082892,-80.0430767604775,40.4788616713903,3
-80.0099467728547,40.4133356123781,-80.0072597244795,40.4123165109466,1
-80.0067515173083,40.4408418211718,-80.0057367068331,40.4411376831204,1
-79.9938644319296,40.4438255489674,-79.9793887794441,40.4516364037542,5
-79.986890305975,40.4482209559937,-79.9853935919249,40.4491515919171,5
-79.9706857360367,40.4592223983745,-79.9692683472242,40.4601879300044,5
-79.9540109979473,40.4633777635809,-79.9528271869621,40.4636423840418,1
-80.0051495034853,40.4415661762868,-80.0041140549738,40.4422129563758,1
-79.987504012933,40.4488165147956,-79.9860729946509,40.4497096758782,5
-79.9713670515473,40.459794711228,-79.9710247909783,40.4595026543043,1
-79.9672138150534,40.4626735671717,-79.9650672892723,40.4639911955612,1
-79.9579610956355,40.4651823191294,-79.9566780260826,40.4654002285792,1
-79.9285826861448,40.462697200811,-79.9278224036318,40.4625110416773,1
-79.9227225155921,40.4606559341915,-79.9208303232947,40.4598057873675,5
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,5
-79.895162141258,40.4471325111818,-79.8939641859437,40.4467438997783,5
-79.9989958336719,40.4361359760979,-79.9987223241902,40.4365554131272,1
-79.9983628267293,40.4370636187516,-79.9951103950099,40.4359318661507,1
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,1
-79.9949588752294,40.4421572580961,-79.9938644319296,40.4438255489674,1
-80.0039818989551,40.4411618846041,-80.0034702022821,40.4409731298199,1
-79.9972665783316,40.4386899150787,-79.9960558139842,40.4382276046981,1
-79.950739870938,40.4439080229979,-79.9502222634686,40.4440435019501,1
-79.9387957756585,40.4438816427602,-79.9382423129348,40.4433556560532,1
-79.9330880664023,40.4377031017482,-79.9307349156035,40.4378353150661,1
-79.919359125803,40.4380405984466,-79.9177262284597,40.4380394072182,1
-79.9130828733393,40.4380276555525,-79.9114746951869,40.4380127850891,5
-79.8994848006696,40.439556911445,-79.8976423114958,40.4396613586183,1
-79.9736072798972,40.4283624304508,-79.9730368160275,40.4283201203986,5
-79.9734063093925,40.4338525078765,-79.9725284218537,40.4370888827526,5
-79.9726059506553,40.4376832445192,-79.9734063093925,40.4338525078765,1
-79.9885734086844,40.4287024904679,-79.9875177884176,40.4287261132372,1
-79.9886430349599,40.4300293772109,-79.987535748169,40.4300532287352,5
-79.9898189304022,40.4344805751812,-79.9731648588893,40.4358185174974,1
-80.0070118065913,40.440296741003,-80.0050212863367,40.4395985870424,1
-79.9983628267293,40.4370636187516,-79.9951103950099,40.4359318661507,1
-79.9951103950099,40.4359318661507,-79.994663583583,40.4358001059384,1
-79.9345395499204,40.4280926881383,-79.9324016481417,40.4288983220687,3
-79.9271466671276,40.4196076395184,-79.9259155613696,40.4173890459494,1
-79.9195314199195,40.4259604940957,-79.9196062036864,40.4257772048927,1
-79.9837980479006,40.3873246882702,-79.9833025253891,40.3870543645284,5
-79.9786844801315,40.3969661650849,-79.9781091313297,40.3969697844693,5
-79.9561527456392,40.4108678910846,-79.9555233801388,40.4110243253521,1
-80.031657017862,40.462526387256,-80.0307811486813,40.4621110069381,5
-80.0109533263964,40.4747429707023,-80.0112488201551,40.4749499114852,5
-80.0178138243588,40.4889587560272,-80.0183475206854,40.4895086196958,5
-80.0202610648327,40.4982443165317,-80.0190122841179,40.4975130362144,5
-80.0211864833022,40.4480470057226,-80.0210438489677,40.4477455115666,1
-80.0038716728955,40.4470597159217,-80.002760387476,40.4441122731106,1
-80.0045265038133,40.4491368209507,-80.0025581772866,40.4494869449858,1
-80.0048978138933,40.4503119386,-80.0029523507111,40.4507018675502,5
-80.0036758059675,40.4529634141981,-80.0026157622243,40.453148489408,1
-80.0030963247696,40.4424896293097,-80.0026610197992,40.4426111265534,1
-79.9968026100721,40.4393935602654,-79.9955980289364,40.438995824972,1
-79.9909436559591,40.4388066149727,-79.9903216585652,40.4387760865923,5
-79.9726059506553,40.4376832445192,-79.9710423713806,40.4371794628171,5
-79.9638248676575,40.4378828569689,-79.9620709760214,40.4391314168854,5
-79.9519108858938,40.4464763390984,-79.9505884684963,40.4467997950008,5
-79.9372913679998,40.4477923958027,-79.9363866891524,40.4475338149372,5
-79.9207120976228,40.4528937793734,-79.9196924176311,40.4530269621727,5
-79.9124236185605,40.4540374680032,-79.9112547560137,40.4532318097762,1
-79.9082947972864,40.4583306568065,-79.908039780233,40.4586741824186,1
-80.0430767604775,40.4788616713903,-80.0483759571475,40.4771248893655,1
-79.986890305975,40.4482209559937,-79.9853935919249,40.4491515919171,1
-79.987504012933,40.4488165147956,-79.9860729946509,40.4497096758782,1
-79.9926875889815,40.4531861602506,-79.9913944813615,40.4541873168418,1
-80.0088605316052,40.443386560661,-80.0062755351174,40.4434133763627,5
-79.9944194541772,40.4463348640889,-79.9923098235013,40.4476347189048,1
-80.0086820224255,40.4419328381355,-80.0062755351174,40.4434133763627,1
-80.0027081358173,40.4439950799799,-80.0017888478448,40.4442743702389,1
-79.9982712475594,40.4455680725947,-79.9976321603095,40.4445121472975,1
-80.0073741412109,40.439176632758,-80.0057457110848,40.4385485295316,1
-80.0086820224255,40.4419328381355,-80.0062755351174,40.4434133763627,1
-79.9387957756585,40.4438816427602,-79.9382423129348,40.4433556560532,1
-79.919359125803,40.4380405984466,-79.9177262284597,40.4380394072182,1
-79.9205127602105,40.4438511543988,-79.9198112496364,40.4439693553477,5
-79.9207120976228,40.4528937793734,-79.9196924176311,40.4530269621727,1
-79.9208303232947,40.4598057873675,-79.9220714798566,40.4591934932994,1
-79.9078463338854,40.484269090485,-79.884275265365,40.4814453500513,1
-79.9672138150534,40.4626735671717,-79.9650672892723,40.4639911955612,1
-79.9622902158894,40.4687069929587,-79.9617324544809,40.4691443005922,1
-79.9377041981304,40.4882355937109,-79.9371556186231,40.48842923155,1
-79.9706857360367,40.4592223983745,-79.9692683472242,40.4601879300044,1
-79.9712749696591,40.4598569651379,-79.9699490292631,40.4607719970544,5
-79.97942123021,40.4645937635711,-79.9746014247983,40.4624650538394,1
-79.9573391450432,40.4586336883718,-79.9568349743246,40.4584803708789,5
-79.9541690711869,40.4622434599612,-79.9528271869621,40.4636423840418,1
-79.9579610956355,40.4651823191294,-79.9566780260826,40.4654002285792,5
-79.9622902158894,40.4687069929587,-79.9617324544809,40.4691443005922,5
-80.026833922084,40.4498853939126,-80.0188427507767,40.4487508570802,1
-80.0187553958422,40.4510827240505,-80.0188971891777,40.451517912158,1
-80.014018286902,40.4524050903823,-80.0148735783093,40.4522532928302,1
-80.0083407450601,40.4392119873579,-80.0008965479285,40.4364275526204,1
-80.0050212863367,40.4395985870424,-80.0036346644576,40.4390783472366,1
-80.0041140549738,40.4422129563758,-80.0030963247696,40.4424896293097,1
-80.0046754462284,40.4434580775322,-80.0036701762343,40.4437230789619,1
-79.9202701024264,40.4120259479582,-79.9197386035871,40.4116284054559,5
-79.9615272177539,40.4358364117414,-79.9593160086486,40.4358830864423,1
-79.9663362730442,40.4365606619021,-79.965629730508,40.4372100827977,5
-80.0101932577667,40.4394384197127,-80.0096082484446,40.4397568003251,3
-80.0083407450601,40.4392119873579,-80.0008965479285,40.4364275526204,4
-80.0009760641647,40.4363019000935,-79.9950846969213,40.4340592584893,2
-79.9886983152917,40.4307478126265,-79.9898189304022,40.4344805751812,2
-79.9950846969213,40.4340592584893,-79.975451887022,40.4358814204196,2
-79.975451887022,40.4358814204196,-79.9669779554227,40.435816601867,2
-79.9585031032464,40.4315923489134,-79.9561660988133,40.4288591298682,2
-79.9313115194314,40.4289075869972,-79.9265064045837,40.4279535385354,4
-79.9265064045837,40.4279535385354,-79.9115530718894,40.4257660639259,3
-79.897445970603,40.4259951014493,-79.8965606534151,40.4260391502265,2
-80.0305372118504,40.4227552574639,-80.0350106772891,40.4200229177011,3
-80.0308857670384,40.4248955995166,-80.0296597864083,40.422525108331,3
-80.0273293518876,40.4301995589353,-80.0242829714115,40.4291029347163,3
-80.0244036478342,40.4318052129682,-80.0137496315058,40.437476134165,3
-80.0137496315058,40.437476134165,-80.0122166400866,40.4383687712438,3
-80.0122166400866,40.4383687712438,-80.0101932577667,40.4394384197127,3
-80.0101932577667,40.4394384197127,-80.0009760641647,40.4363019000935,3
